Run,NF,fb,xb1,xb2,xb3,xb4,xb5,xb6,xb7,xb8,xb9,xb10,xb11,xb12,xb13,xb14,xb15,xb16,xb17,xb18,xb19,xb20,xb21,xb22,xb23,xb24,xb25,xb26,xb27,xb28,xb29,xb30,xb31,xb32,xb33,xb34,xb35,xb36,xb37,xb38,xb39,xb40,xb41,xb42,xb43,xb44,xb45,xb46,xb47,xb48,xb49,xb50
44,79047,9.829692615426211e-11,2.986383369157453e-11,1.5043084935204927e-11,2.099652073520645e-11,2.019537391287238e-11,-1.662108177667816e-11,-2.6771500089836036e-11,-1.6855591090381322e-11,-6.71751552864847e-11,1.2877088968106499e-11,2.4838612510397077e-11,-4.723814830573867e-11,-2.416464997955506e-11,3.120890436579809e-11,3.444740671625499e-11,-3.4151148629126603e-11,-1.215878660130124e-11,2.1826525450457314e-11,-3.118861489300652e-11,-4.0053949397080025e-12,2.643973318905193e-11,-3.120644356419509e-11,-1.8682124531844123e-11,-6.957955950910948e-12,-2.2923330434918473e-11,-8.981733441464435e-12,1.3488179274120691e-11,-1.4059472601507952e-11,8.15333122695482e-12,-3.747930654579931e-11,1.110150705894678e-11,2.0508393351326905e-12,1.6758067703126886e-11,-1.3839937951393414e-11,1.8735584579725585e-12,-3.345278691289294e-12,-1.4403618076486636e-11,-9.663070253215912e-12,2.076487696978262e-11,3.621412644045493e-11,-4.1301718645896e-12,2.943493196594915e-11,3.7950679404765523e-11,2.2172646414833554e-11,3.085508910231024e-11,8.853812286331411e-12,-8.35683273631861e-12,3.2732115465021e-11,2.7261057640112587e-11,-2.7339575583713496e-11,-1.540942275950042e-11
45,79122,9.986367288661313e-11,-2.1157990756986147e-11,2.033235654663907e-11,-9.43779018464488e-13,7.700345290879822e-12,-3.5407911329889696e-11,2.6182968332366296e-13,4.023475057617435e-11,8.262092752039324e-12,2.0768689521643038e-11,2.889409191786872e-11,-4.7073793945782387e-11,-4.2725241250431015e-12,-3.520249624699364e-12,-9.90401322421491e-12,-3.238339429389014e-11,-1.2621742605142978e-11,-1.0404926799558349e-11,3.508478271698465e-12,-1.4094871004145235e-11,5.6869299275639246e-11,-2.71966572927189e-11,-1.0396617953284817e-11,1.9713011506678006e-11,-2.014839417091691e-11,-1.2132412836511702e-11,1.519724359023831e-11,-3.3938402406483425e-11,-1.661247525721903e-11,1.027064228940172e-11,1.3875500657662785e-11,-1.0958627682712692e-11,-4.990344556810075e-11,-1.44690739009312e-12,1.9126092808953787e-12,-1.2737581242012922e-11,-4.690307731449074e-11,7.171983745990923e-12,-9.817465188903245e-12,2.3255921675664356e-12,-2.342300891745546e-11,-2.2663311188368426e-11,2.771605758730124e-11,2.066398625696582e-11,-1.8354147946584332e-12,-1.891724543264186e-11,-3.7488211136677533e-11,-3.2893444204909246e-11,5.7655855350092416e-11,-3.290503805583758e-11,-2.3244798545902995e-11
46,80915,9.626477392998822e-11,3.080634144086746e-12,4.717498188495419e-11,4.7684644004854926e-12,1.1314430246997602e-11,1.8833592126030208e-11,-8.419007392240014e-12,-1.4833708397403258e-11,-6.265818746298753e-11,-1.961181523167792e-11,-1.7694057261011364e-11,-2.8320311547738236e-12,1.8445920668877425e-11,-1.2229857542998993e-11,3.573460599821553e-12,2.0879274874657488e-11,1.2652356692453585e-12,-4.160610171344724e-12,-2.126048049502852e-11,-2.418770214036679e-12,5.205860500513649e-12,-6.655378459832302e-12,-2.09364844510091e-11,-1.3861844351638013e-11,2.181403596836461e-11,1.021602581469784e-11,2.7007226355682236e-12,-1.4402949552606902e-11,-3.4395477841665345e-11,2.5134162502850355e-12,4.65359611784366e-11,1.4411028678742745e-11,5.256988689276162e-11,-1.596242891989012e-11,-2.4589756847337418e-11,-1.3808630989085113e-11,-2.8196707602425198e-12,-2.2860716854436872e-11,-1.6010068304888556e-11,-2.6635168273520208e-12,-3.1323066288098086e-12,-3.5633072764938154e-11,-1.759201234269862e-11,4.9900645676087506e-11,4.4591649321434056e-11,-3.5922883466176944e-11,2.4553397912879676e-12,1.4293211214471259e-11,5.111286318875071e-11,1.0150849906429432e-12,-5.61749928879532e-12
47,79645,9.901812703105861e-11,1.969720499391908e-11,-5.8875330391156726e-12,-5.721025809717771e-12,-1.9151022381593638e-13,2.8584233657128952e-11,-5.076349254255687e-12,-1.22368317156544e-11,-2.7459399708703026e-11,1.962729921542323e-11,-1.8283160826119184e-11,1.5574487472837987e-11,1.4499811077281185e-11,4.9742495429190345e-11,-4.481152438818452e-12,7.047818210724043e-12,-2.754135957914056e-11,-9.381734725333444e-13,-5.0669339228639795e-11,-5.24783497479003e-12,6.454966390489876e-12,-1.8394707713973156e-11,2.0476192878601225e-11,-1.154373582685845e-11,8.041762981110793e-12,4.7851401454853755e-12,-3.327691108870208e-11,-8.507105013009253e-13,-3.9653666092428396e-11,-2.7722452813875712e-12,4.446520960287352e-11,7.026836364627188e-13,-4.987032322612094e-11,-2.3046600240691327e-11,-3.3431331160461614e-11,3.37865811978014e-11,5.844250433485999e-12,-1.47612395680564e-11,-1.335328507234185e-11,-4.000309087019232e-11,-2.0163340383687427e-11,-6.148051416747326e-11,-4.8861322553789394e-11,3.0971746236826956e-12,6.130119644445268e-12,1.9214851908402995e-11,-7.440114986045874e-12,-2.97935513931664e-11,2.2733234629054217e-12,-8.693984559763535e-13,2.08433329068832e-11
48,79144,9.309575332849818e-11,2.016842635229033e-11,3.050167420858418e-11,-1.9363751230563237e-11,-1.083114741442986e-11,6.198977547498667e-11,6.39091988481566e-12,7.91232621599991e-12,7.852930407018619e-12,-1.623896420969071e-11,-2.152498228949297e-12,1.6724080763215438e-11,-2.398061265361317e-11,-1.0991463428927828e-11,-1.5646798623571047e-11,1.7125555259438106e-11,-4.332045070240707e-11,-1.8705863381285623e-11,1.9191867892317737e-11,2.8321856811592188e-11,-1.3118362228707966e-11,-2.6216676036741513e-11,1.6677891796525834e-11,1.9573926668142905e-12,2.603073816455217e-11,1.1329310622825778e-11,1.533190464551933e-11,-2.3503350981445154e-12,9.312037292916573e-12,-2.3403832614987292e-11,-1.297866589058797e-11,4.7676049840899885e-11,-1.476248660371533e-11,-7.083343057982953e-12,-5.833769835282362e-12,-2.335516965451609e-11,-2.3994732359687105e-11,-1.299714852287767e-11,-3.129746524844842e-11,-6.348777307064512e-11,-1.5483674059556774e-11,2.9877562105791453e-12,-1.920520637666096e-11,2.715947715146713e-11,1.9827172425566428e-11,3.184317842704373e-11,-1.8337273993678697e-11,-2.6198975591061212e-11,-9.65173159733203e-12,1.6485443318714644e-11,7.115613590098281e-12
49,78934,8.97206753336377e-11,-5.5859844218579655e-12,2.348787273174485e-11,-1.0289600085382332e-11,2.2068098225913483e-11,2.929039567133853e-11,1.7742490533779935e-11,1.8482003064999455e-11,-1.1343666452279013e-11,-2.2000208560620344e-11,-2.0623149974319918e-11,1.1962398966305754e-11,-3.078178988479651e-11,5.385837758479766e-12,-8.251774906957265e-12,1.4962141552962195e-11,-7.733171905788115e-12,-2.6926757987166907e-11,1.0524918986790222e-11,4.276718780366024e-11,1.3201406499974465e-11,4.110906482191834e-11,-5.719660864118826e-12,-1.4952234023246042e-12,-5.872701176622732e-11,2.2623570231853748e-11,1.001657978751277e-11,1.5877327078452668e-11,3.279222663577136e-11,3.142768315411766e-13,1.3544295613467403e-12,-5.915149035387047e-13,-1.5332855004992656e-11,-1.970187008544227e-12,1.0464711011165782e-12,2.0791715265483348e-11,1.1511852627289662e-11,3.632639039331685e-11,2.562056196616648e-11,5.6216939018443844e-12,-1.71446911570769e-11,2.5328838310108137e-11,-2.917282173437101e-11,-5.105411744624203e-11,1.053138432367519e-11,-1.5567130169929337e-11,5.9066693152507e-12,3.3752673617403885e-11,3.0807339844515824e-12,2.0136006656562015e-12,-3.5438019866151853e-11
50,79188,9.887957119758539e-11,-3.306971404905986e-11,-2.7625341288802923e-11,-1.4401686691774187e-12,1.3193610506377287e-11,-3.825913395193567e-11,2.0793162330351835e-11,-1.2819299707480737e-11,1.8691639051744294e-12,1.176711723553604e-11,-2.975379051011643e-11,1.634459532708655e-11,-2.3165408412496484e-11,3.625091934293792e-11,-4.363112132918637e-11,-1.5221467582269317e-11,3.384148853453581e-11,1.913952081345249e-11,-7.559783497559011e-12,-1.0335324253886683e-11,-1.15663139190254e-11,-7.252637964780706e-12,-4.686408978992408e-12,1.828910903524813e-11,-2.5218432858881118e-11,-3.3077147379512437e-12,-2.757754717129605e-11,2.822756349437352e-11,7.229645604066673e-12,3.1185710071125154e-11,2.303938946360795e-12,-4.616167331110114e-11,3.770279213723007e-11,7.121643085376423e-11,2.4095579901101036e-11,4.752386627068541e-11,6.3806426166827555e-12,-2.2440837681358223e-11,-1.624759331486592e-11,1.0264861606973802e-11,2.1282312388152712e-11,1.3654421527802666e-11,-1.8322853115935793e-11,3.014638544719502e-12,-1.3560755644159974e-11,2.141642491877423e-11,-2.9401540912382615e-12,-2.1433537188661454e-12,1.0996359483667687e-11,-3.437852675390535e-11,2.016358098161019e-11

Success,50/50,100.00%
Mean NF ,79345.64
Std NF ,1474.15
per sd ,1.86 %
